place,year,mass_g,longitude,latitude,fell_found
LEW 87224,1987,149.3,161.32061,-84.36419,Found
WIS 91625,1991,149.2,-123.09365,-86.53035,Found
A-880636,1988,149.15,26,-72,Found
Y-790534,1979,149.05,35.66667,-71.5,Found
PCA 82511,1982,149,-68.59149,-85.65889,Found
Cook 004,1991,149,130.45611,-30.70167,Found
SaU 494,2008,149,56.80917,20.19867,Found
SaU 229,2002,149,57.15127,20.50772,Found
Dho 1059,2000,149,54.6488,18.85235,Found
DaG 860,1999,149,16.70367,26.87267,Found
DaG 1023,1999,149,16.38783,27.02583,Found
ALH 85046,1985,148.9,156.87059,-76.90369,Found
Y-790386,1979,148.86,35.66667,-71.5,Found
MET 00537,2000,148.75,155.75,-79.68333,Found
Y-82061,1982,148.74,35.66667,-71.5,Found
Y-792516,1979,148.64,35.66667,-71.5,Found
QUE 93055,1993,148.6,162.02273,-84.62176,Found
EET 83342,1983,148.6,157.16667,-76.18333,Found
A-881884,1988,148.58,26,-72,Found
JaH 686,2011,148.3,55.51785,19.50785,Found
MET 00513,2000,148.29,155.75,-79.68333,Found
LEW 97201,1997,148.2,161.5,-84.26667,Found
A-87155,1987,148.19,26,-72,Found
MAC 02832,2002,148.1,160.5,-84.21667,Found
PAT 91514,1991,148.1,-67.52201,-84.96585,Found
GRO 95595,1995,148.1,175,-85.66667,Found
Acfer 396,2001,148,3.89783,27.512,Found
El Atchane 017,1997,148,4.31667,29.53333,Found
DaG 791,2000,148,16.23717,27.27767,Found
Gerona,1899,148,2.81667,41.96667,Found
DaG 856,1998,148,16.09583,27.057,Found
Las Colonas,1994,148,-101.98333,22.58333,Found
Tnz 039,1992,148,0.07944,25.46611,Found
JA 003,,148,56.42611,18.96889,Found
SaU 021,1999,148,57.28567,21.05233,Found
Dho 042,1999,148,54.81867,19.102,Found
UAE 025,2009,148,55.17444,22.89308,Found
Dho 026,2000,148,54.11167,18.22667,Found
Y-791597,1979,147.99,35.66667,-71.5,Found
EET 87577,1987,147.9,156.49606,-76.26584,Found
GRV 021713,2003,147.89,75.29583,-72.79,Found
JaH 509,2008,147.8,55.56237,19.63783,Found
NWA 4422,2006,147.72,-3.46667,32.26667,Found
EET 99408,1999,147.7,157.16667,-76.18333,Found
A-87263,1987,147.58,26,-72,Found
Y-82191,1982,147.52,35.66667,-71.5,Found
TIL 99008,2000,147.5,-94.59745,-85.16103,Found
MAC 88159,1988,147.5,160.5,-84.21667,Found
ALH 84044,1984,147.4,157.07145,-77.04295,Found
Bouse,2004,147.4,-114.06667,33.96667,Found
EET 96273,1996,147.2,157.16667,-76.18333,Found
Y-791007,1979,147.15,35.66667,-71.5,Found
PCA 02074,2002,147.03,-68.7,-85.63333,Found
DaG 014,1995,147,16.46617,27.10917,Found
DaG 335,1997,147,16.3115,27.2035,Found
Dho 694,2001,147,54.80397,19.42977,Found
DaG 212,1996,147,16.03333,27.6315,Found
Dho 040,1999,147,54.82783,19.11833,Found
Naviska,2004,147,-111.28,32.5,Found
Dho 367,2000,147,54.82513,19.05773,Found
Dho 647,2001,147,54.68738,19.18155,Found
Dho 843,2001,147,54.67833,19.17667,Found
Dho 623,2001,147,54.65797,19.18553,Found
HaH 196,1996,147,12.55483,28.911,Found
Y-791478,1979,146.95,35.66667,-71.5,Found
LEW 86371,1986,146.6,161.68873,-84.27386,Found
Y-74106,1974,146.6,36.47778,-71.81333,Found
EET 83273,1983,146.6,157.19083,-76.30694,Found
Dho 791,2001,146.52,54.52135,19.06943,Found
SaU 093,2000,146.5,57.09117,21.09917,Found
GRV 051638,2006,146.39,75.31694,-72.77889,Found
SaU 533,2010,146.35,56.51653,20.26653,Found
A-881213,1988,146.28,26,-72,Found
GRO 95570,1995,146.2,175,-85.66667,Found
GSS 038,2007,146.04,27.14233,26.82583,Found
Avilez,1855,146,-103.5,25,Fell
DaG 712,1999,146,16.41667,26.93333,Found
Dho 630,2001,146,54.81267,19.1079,Found
RaS 009,2004,146,56.4835,20.04683,Found
Tnz 030,1991,146,0.39639,25.14361,Found
Acfer 040,1989,146,3.78333,27.46667,Found
Acfer 252,1991,146,3.88444,27.51111,Found
Dho 186,2000,146,54.46583,18.88306,Found
Dho 849,2001,146,54.09667,18.18167,Found
BM 004,2005,145.8,-114.18845,34.70108,Found
ALH 84112,1984,145.8,156.81312,-76.90657,Found
GRA 98053,1998,145.5,-141.5,-86.71667,Found
ALH 84137,1984,145.4,158.71187,-76.72618,Found
GRA 98183,1998,145.4,-141.5,-86.71667,Found
Sleeper Camp 009,1992,145.3,126.40833,-30.16283,Found
Acfer 003,1989,145,4.03333,27.81667,Found
DaG 153,1996,145,16.12283,27.18667,Found
SJ 013,2008,145,-69.870333,-25.443833,Found
ALH 85045,1985,145,156.43234,-76.85985,Found
DaG 141,1996,145,16.27767,27.19117,Found
DaG 283,1997,145,16.296,27.4715,Found
DaG 317,1997,145,16.1875,27.01333,Found
SuV 002,2000,145,-117.1136,35.22358,Found
Dho 473,2001,145,54.76417,19.17597,Found
Dho 856,2001,145,54.27,18.395,Found
QUE 93050,1993,145,162.1394,-84.57208,Found
QUE 99317,1999,145,168,-84,Found
Dho 516,2000,145,54.46667,18.875,Found
NWA 6236,2005,145,-4.94983,30.9715,Found
Y-791144,1979,144.92,35.66667,-71.5,Found
EET 87660,1987,144.9,156.45743,-76.27588,Found
A-881993,1988,144.89,26,-72,Found
A-880279,1988,144.89,26,-72,Found
LAP 02260,2002,144.88,-70,-86.36667,Found
Dho 1012,2002,144.87,54.0293,18.55492,Found
Oshkosh,1961,144.8,-88.56278,44.07694,Found
A-881066,1988,144.68,26,-72,Found
JaH 380,2003,144.5,55.70585,19.3034,Found
EET 87615,1987,144.5,157.16667,-76.18333,Found
UaS 023,2010,144.38,55.53912,21.1427,Found
A-881908,1988,144.37,26,-72,Found
GRV 051867,2006,144.35,75.32972,-72.77722,Found
Y-792791,1979,144.21,35.66667,-71.5,Found
DRPA78003,1978,144.2,156.38333,-80.06667,Found
Reid,1969,144.1,128.98333,-30.06667,Found
ALHA77241,1977,144.1,159.66667,-76.71667,Found
DaG 731,1999,144,16.26667,27.31667,Found
Dho 230,2001,144,54.585,18.99833,Found
DaG 424,1998,144,16.03917,27.479,Found
Dho 1640,2004,144,54.57283,18.92283,Found
DaG 904,2000,144,16.1455,27.13683,Found
Mar'inka,1976,144,37.5,47.9,Found
DaG 091,1995,144,16.03317,27.22017,Found
Dho 921,2003,144,54.43,18.625,Found
MET 00566,2000,143.77,155.75,-79.68333,Found
QUE 97025,1997,143.7,168,-84,Found
RaS 353,2010,143.6,55.67223,20.36093,Found
EET 90204,1990,143.4,156.50063,-76.27493,Found
GRV 021512,2003,143.4,75.31861,-72.935,Found
SaU 488,2008,143.3,57.178,21.2921,Found
Y-794055,1979,143.29,35.66667,-71.5,Found
QUE 97049,1997,143.1,168,-84,Found
RaS 211,2003,143.03,55.87252,20.58587,Found
Y-792341,1979,143.02,35.66667,-71.5,Found
Acfer 139,1990,143,4.08333,27.56667,Found
DaG 844,1999,143,16.1905,27.396,Found
HaH 059,1994,143,13.0695,28.9455,Found
HaH 028,1990,143,12.73333,28.81667,Found
Tnz 020,1991,143,0.28528,25.13806,Found
Dho 1649,2011,143,54.58178,19.04562,Found
QUE 97058,1997,143,168,-84,Found
MET 01122,2001,143,159.75,-79.68333,Found
EET 83324,1983,142.8,157.28889,-76.285,Found
A-881090,1988,142.79,26,-72,Found
ALHA77277,1977,142.7,159.66667,-76.71667,Found
MAC 02831,2002,142.6,160.5,-84.21667,Found
A-87153,1987,142.51,26,-72,Found
Pavlodar (stone),1938,142.5,77.03333,52.3,Fell
Y-790416,1979,142.46,35.66667,-71.5,Found
SaU 143,2002,142.43,57.29972,21.05703,Found
RaS 114,2003,142.4,56.10217,20.56848,Found
EET 87746,1987,142.3,157.16667,-76.18333,Found
QUE 97014,1997,142.3,168,-84,Found
ALHA79007,1979,142.3,159.34611,-76.69778,Found
QUE 99315,1999,142.3,168,-84,Found
A-882037,1988,142.28,26,-72,Found
GRO 95545,1995,142.1,175,-85.66667,Found
MIL 99312,1999,142.1,157,-83.25,Found
Tnz 003,1989,142,0.55,25.45,Found
ALH 82122,1982,142,156.90009,-76.98507,Found
DaG 337,1997,142,16.15017,27.182,Found
DaG 907,2000,142,16.4475,27.05383,Found
Dho 1250,2005,142,54.167889,18.534528,Found
DaG 532,1997,142,16.3685,27.20017,Found
Dho 854,2001,142,54.61667,18.88,Found
DaG 1024,1999,142,16.40233,27.188,Found
Dho 910,,142,54.7789,19.33173,Found
Y-792517,1979,141.95,35.66667,-71.5,Found
LON 94109,1994,141.9,152.83333,-81.33333,Found
LAP 02266,2002,141.88,-70,-86.36667,Found
Y-791471,1979,141.83,35.66667,-71.5,Found
LEW 86250,1986,141.8,161.38097,-84.25594,Found
MET 01271,2001,141.8,159.75,-79.68333,Found
EET 90467,1990,141.8,156.43293,-76.27041,Found
Al Huwaysah 004,2010,141.51,55.39522,22.74733,Found
ALH 88010,1988,141.5,158.71676,-76.72213,Found
Y-793447,1979,141.43,35.66667,-71.5,Found
Y-790399,1979,141.42,35.66667,-71.5,Found
ALH 84121,1984,141.4,158.7146,-76.72513,Found
Y-74144,1974,141.4,36.26528,-71.78361,Found
A-881396,1988,141.38,26,-72,Found
ALHA77295,1977,141.3,159.66667,-76.71667,Found
QUE 90265,1990,141.3,162.34674,-84.59482,Found
QUE 97051,1997,141.3,168,-84,Found
A-881950,1988,141.25,26,-72,Found
LEW 86479,1986,141.2,161.68151,-84.27408,Found
ALH 85037,1985,141.2,159.38956,-76.75225,Found
MET 96522,1996,141.2,159.75,-79.68333,Found
RC 032,1968,141.1,-103.5,34.08333,Found
QUE 94719,1994,141.1,168,-84,Found
Y-791322,1979,141.06,35.66667,-71.5,Found
JaH 061,2000,141,56.64048,19.77562,Found
DaG 905,2000,141,16.05833,27.10833,Found
El MÌ©dano 028,2010,141,-70.53333,-24.85,Found
Dho 743,2002,141,54.70167,19.19333,Found
GRV 022162,2003,140.96,75.30389,-72.78167,Found
GRA 98055,1998,140.8,-141.5,-86.71667,Found
PCA 91049,1991,140.8,-68.52579,-85.57619,Found
A-881444,1988,140.68,26,-72,Found
A-880852,1988,140.65,26,-72,Found
BOW 85800,1985,140.6,165,-83.5,Found
JaH 472,2007,140.569,56.44693,19.83555,Found
EET 83323,1983,140.5,157.18361,-76.3,Found
GRA 98010,1998,140.3,-141.5,-86.71667,Found
EETA79009,1979,140.3,157.22778,-76.29028,Found
STE 91800,1991,140.3,-86,-84.2,Found
WAL 03001,2003,140.3,160.33969,-72.44867,Found
JaH 255,2005,140.22,56.32412,19.98342,Found
ALH 85039,1985,140.2,156.68119,-76.90414,Found
EET 90492,1990,140.2,156.43645,-76.27071,Found
EET 90367,1990,140.2,156.41279,-76.26568,Found
A-880924,1988,140.16,26,-72,Found
A-881126,1988,140.14,26,-72,Found
A-881275,1988,140.11,26,-72,Found
EET 96056,1996,140.1,157.16667,-76.18333,Found
Acfer 343,2002,140,4.265,27.619722,Found
CyDL 129,2000,140,-116.7502,35.06917,Found
Dho 619,2001,140,54.6593,19.14145,Found
Killeter,1844,140,-7.66667,54.66667,Fell
Acfer 100,1990,140,3.95,27.46667,Found
Dho 402,2001,140,54.53572,19.30017,Found
RC 085,1969,140,-103.38333,34.31667,Found
HaH 092,1995,140,12.86633,28.66017,Found
HaH 199,1997,140,13.1525,28.572,Found
Acfer 147,1990,140,4.11667,27.6,Found
DaG 931,2000,140,16.46667,27.11667,Found
Dho 1281,2005,140,54.30514,18.21947,Found
HaH 284,2000,140,12.88167,28.44067,Found
SaU 204,1998,139.96,57.25275,21.0835,Found
ALH 82126,1982,139.9,157.0235,-76.90692,Found
QUE 97360,1997,139.9,168,-84,Found
NWA 6801,2000,139.9,-5.41667,30,Found
GRV 020130,2003,139.7,75.26028,-72.97667,Found
EET 92044,1992,139.7,156.27849,-76.05565,Found
GRO 95568,1995,139.7,175,-85.66667,Found
GRV 022168,2003,139.67,75.30389,-72.78167,Found
Lahmada 004,1999,139.6,-9.5,27.16667,Found
ALHA81107,1981,139.6,159.28306,-76.77417,Found
QUE 97052,1997,139.5,168,-84,Found
EET 96047,1996,139.41,157.16667,-76.18333,Found
QUE 93051,1993,139.4,162.49708,-84.5737,Found
Y-74108,1974,139.3,36.45833,-71.81778,Found
QUE 99192,1999,139.3,168,-84,Found
A-87214,1987,139.2,26,-72,Found
ALHA80125,1980,139.2,159.28528,-76.77194,Found
JaH 397,2002,139.088,56.42157,19.96807,Found
Dho 383,2001,139,54.81752,19.1073,Found
El MÌ©dano 111,2011,139,-70.53333,-24.85,Found
Dho 201,1999,139,54.16667,18.39333,Found
Acfer 326,1989,139,3.61667,27.5,Found
SaU 054,2000,139,57.33483,20.98283,Found
NWA 2262,2001,139,-7.95,27.8,Found
JaH 459,2007,138.824,56.34167,19.73252,Found
ALHA77166,1977,138.8,159.66667,-76.71667,Found
LAP 02223,2002,138.8,-70,-86.36667,Found
A-881039,1988,138.75,26,-72,Found
A-87201,1987,138.74,26,-72,Found
A-880695,1988,138.69,26,-72,Found
A-881800,1988,138.69,26,-72,Found
DaG 586,1998,138.6,16.17317,27.0865,Found
JaH 502,2007,138.6,56.30673,19.75522,Found
A-881437,1988,138.36,26,-72,Found
GRO 95584,1995,138.3,175,-85.66667,Found
Y-793598,1979,138.23,35.66667,-71.5,Found
ALH 84011,1984,138.2,158.61831,-76.87851,Found
ALHA80128,1980,138.2,159.25667,-76.68861,Found
RC 016,1981,138.2,-103.48333,34.1,Found
RaS 291,2009,138.2,55.52977,20.52828,Found
QUE 93058,1993,138.2,162.66547,-84.58117,Found
A-881632,1988,138.11,26,-72,Found
Y-692,1969,138,35.66667,-71.5,Found
PCA 91414,1991,138,-69.01524,-85.69516,Found
Acfer 361,2002,138,3.87135,27.42958,Found
El MÌ©dano 049,2011,138,-70.53333,-24.85,Found
Acfer 070,1990,138,4.48333,27.68333,Found
Dho 386,2001,138,54.79433,19.10322,Found
Hughes 017,1991,138,129.22133,-30.55167,Found
DaG 172,1996,138,16.02017,27.102,Found
Y-792661,1979,137.96,35.66667,-71.5,Found
Y-82041,1982,137.94,35.66667,-71.5,Found
RKP 86704,1986,137.9,158.67634,-76.2372,Found
Y-791974,1979,137.81,35.66667,-71.5,Found
EET 96340,1996,137.8,157.16667,-76.18333,Found
SaU 205,2002,137.8,56.76202,20.004,Found
GRO 95575,1995,137.77,175,-85.66667,Found
MAC 88133,1988,137.6,160.5,-84.21667,Found
ALH 84264,1984,137.6,157.19686,-77.05037,Found
ALH 84103,1984,137.5,158.76999,-76.75705,Found
MAC 88193,1988,137.5,160.5,-84.21667,Found
PCA 91391,1991,137.5,-68.33979,-85.68838,Found
Y-86055,1986,137.49,35.66667,-71.5,Found
GRV 053341,2006,137.48,75.32833,-72.77722,Found
Y-791319,1979,137.4,35.66667,-71.5,Found
SaU 142,2002,137.36,57.29767,21.04264,Found
MET 00536,2000,137.19,155.75,-79.68333,Found
GRV 051785,2006,137.11,75.32917,-72.77917,Found
A-881886,1988,137.08,26,-72,Found
A-881465,1988,137.05,26,-72,Found
RC 082,1969,137,-103.56667,34.08333,Found
NWA 160,2000,137,-5.66667,30.08333,Found
HaH 143,1995,137,13.25333,28.41067,Found
Dho 602,2001,137,54.18305,18.70712,Found
DaG 664,2000,137,16.11667,27.23333,Found
DaG 1027,1999,137,16.249,27.231,Found
DaG 092,1995,137,16.02933,27.23317,Found
RaW 046,2010,136.99,58.40237,21.33735,Found
A-882052,1988,136.94,26,-72,Found
EET 83308,1983,136.9,157.27445,-76.30361,Found
DaG 584,1998,136.85,16.08267,27.1515,Found
Y-791145,1979,136.82,35.66667,-71.5,Found
GRV 021714,2003,136.81,75.29722,-72.79,Found
Dho 842,2001,136.75,54.79833,19.18833,Found
GRA 98023,1998,136.7,-141.5,-86.71667,Found
Y-791917,1979,136.7,35.66667,-71.5,Found
Y-82059,1982,136.7,35.66667,-71.5,Found
QUE 02110,2002,136.62,168,-84,Found
PCA 91372,1991,136.6,-68.96758,-85.69922,Found
MET 01011,2001,136.6,159.75,-79.68333,Found
Y-790752,1979,136.51,35.66667,-71.5,Found
QUE 99780,1999,136.5,168,-84,Found
EET 96332,1996,136.5,157.16667,-76.18333,Found
A-881077,1988,136.44,26,-72,Found
QUE 99604,1999,136.4,168,-84,Found
Y-86754,1986,136.31,35.66667,-71.5,Found
EET 90443,1990,136.3,156.4404,-76.27321,Found
RKPA80234,1980,136.2,158.3267,-76.23529,Found
ALHA81103,1981,136.1,158.20806,-76.8249,Found
Kobe,1999,136,135.16667,34.73333,Fell
SaU 104,2001,136,57.31333,21.01833,Found
Tnz 086,2003,136,0.05622,25.29038,Found
DaG 213,1996,136,16.063,27.12033,Found
SaU 023,1999,136,57.24733,21.09033,Found
DaG 937,2000,136,16.15,27.23333,Found
TIL 99019,2000,136,-94.79135,-85.16048,Found
DaG 367,1997,136,15.88017,27.85967,Found
DaG 873,1999,136,16.17367,27.36483,Found
HaH 064,1994,136,12.3355,28.77767,Found
LAP 02374,2002,135.96,-70,-86.36667,Found
SaU 478,2007,135.873,57.13617,20.92257,Found
Y-791969,1979,135.85,35.66667,-71.5,Found
Y-790986,1979,135.79,35.66667,-71.5,Found
QUE 93182,1993,135.5,162.94324,-84.57535,Found
Y-790767,1979,135.45,35.66667,-71.5,Found
GRV 052074,2006,135.4,75.33806,-72.77528,Found
Shiï¿½ï¿½r 021,2001,135.23,53.88757,18.60453,Found
SaU 144,2002,135.2,57.26658,21.00742,Found
A-881373,1988,135.19,26,-72,Found
Y-791933,1979,135.18,35.66667,-71.5,Found
MET 00525,2000,135.1,159.75,-79.68333,Found
PAT 91537,1991,135.1,-62.20491,-84.7802,Found
LAP 02334,2002,135.09,-70,-86.36667,Found
Y-790536,1979,135.06,35.66667,-71.5,Found
Republican River,1942,135,-98.91667,40.08333,Found
Palmyra,1926,135,-91.5,39.8,Fell
Dho 765,2000,135,54.67067,18.94362,Found
GSS 002,1991,135,25.41667,25.5,Found
DaG 623,1998,135,16.35383,27.23633,Found
Dho 071,1999,135,54.85367,19.15367,Found
Dho 642,2001,135,53.80802,18.19282,Found
NWA 2263,2002,135,-7.83333,27.81667,Found
El MÌ©dano 098,2011,135,-70.53333,-24.85,Found
DaG 257,1997,135,16.1675,27.06967,Found
Dho 827,2001,134.99,54.54738,19.05877,Found
Y-793188,1979,134.98,35.66667,-71.5,Found
A-9043,1990,134.92,26,-72,Found
Y-74054,1974,134.9,36.29167,-71.80417,Found
ALH 84163,1984,134.9,157.07175,-76.89216,Found
EET 92047,1992,134.9,155.97254,-76.04682,Found
QUE 97184,1997,134.9,168,-84,Found
Y-791918,1979,134.8,35.66667,-71.5,Found
A-881332,1988,134.72,26,-72,Found
PCA 91310,1991,134.7,-68.74539,-85.68245,Found
PCA 01031,2002,134.6,-68.65107,-85.65352,Found
Y-791644,1979,134.58,35.66667,-71.5,Found
Y-74491,1974,134.5,35.66667,0,Found
Y-791573,1979,134.33,35.66667,-71.5,Found
St.-Chinian,1959,134.3,2.95,43.43333,Fell
Y-74163,1974,134.2,35.91944,-71.74167,Found
Y-791323,1979,134.2,35.66667,-71.5,Found
LEW 86498,1986,134.2,161.29944,-84.29822,Found
A-87226,1987,134.19,26,-72,Found
Y-792680,1979,134.16,35.66667,-71.5,Found
MAC 02833,2002,134.1,160.5,-84.21667,Found
QUE 99088,1999,134.1,168,-84,Found
DAV 01001,2001,134.1,155.45306,-75.68139,Found
ALH 84107,1984,134.1,157.14714,-77.04441,Found
MET 00521,2000,134.05,155.75,-79.68333,Found
SaU 493,2009,134,57.3,20.53333,Found
Dho 1430,2006,134,54.24,18.56944,Found
Dho 194,2000,134,54.27,18.83667,Found
DaG 238,1997,134,16.05683,27.15217,Found
Acfer 041,1989,134,3.71667,27.43333,Found
Awere,1968,134,32.83333,2.71667,Fell
GRA 95217,1995,134,-141.5,-86.71667,Found
SJ 014,2008,134,-69.870667,-25.445,Found
Dho 918,2003,134,54.48833,19.26,Found
PCA 91464,1991,133.9,-68.37022,-85.59803,Found
PCA 91307,1991,133.9,-69.07235,-85.67658,Found
A-880853,1988,133.84,26,-72,Found
A-882095,1988,133.64,26,-72,Found
DRPA78004,1978,133.6,156.38333,-80.06667,Found
A-881263,1988,133.48,26,-72,Found
MAC 02630,2002,133.4,160.5,-84.21667,Found
Dho 821,2001,133.22,54.494,19.0456,Found
Y-794050,1979,133.21,35.66667,-71.5,Found
ALHA79027,1979,133.2,159.09889,-76.69972,Found
A-880656,1988,133.17,26,-72,Found
QUE 99006,1999,133.1,168,-84,Found
PCA 91364,1991,133.1,-68.33928,-85.68836,Found
A-87180,1987,133.04,26,-72,Found
El Atchane 004,1991,133,4.23528,29.76306,Found
DaG 143,1996,133,16.506,26.98333,Found
HaH 145,1995,133,12.90467,28.56367,Found
HaH 234,1997,133,11.97533,29.076,Found
DaG 177,1996,133,16.12933,27.127,Found
HaH 273,2000,133,12.86933,28.45917,Found
Dho 648,2001,133,54.64198,19.18947,Found
JaH 643,2010,132.81,56.69978,19.60592,Found
Galapian,1826,132.7,0.4,44.3,Fell
Y-793386,1979,132.64,35.66667,-71.5,Found
QUE 93065,1993,132.6,162.04932,-84.57548,Found
MET 00532,2000,132.6,155.75,-79.68333,Found
MET 00488,2000,132.45,155.75,-79.68333,Found
LAP 02257,2002,132.33,-70,-86.36667,Found
PCA 91390,1991,132.3,-68.3393,-85.68828,Found
Y-792863,1979,132.25,35.66667,-71.5,Found
Dho 797,2001,132.19,54.53672,19.0604,Found
A-880122,1988,132.19,26,-72,Found
A-87346,1987,132.11,26,-72,Found
EET 96016,1996,132.1,157.16667,-76.18333,Found
QUE 99606,1999,132.1,168,-84,Found
RaS 282,2009,132,56.39488,20.57807,Found
Dho 220,2001,132,54.315,18.485,Found
El Atchane 005,1991,132,4.22639,29.53722,Found
DaG 120,1996,132,16.02983,27.11167,Found
SaU 015,1999,132,57.28667,21.048,Found
DaG 098,1996,132,16.143,27.1135,Found
Dho 1479,2003,132,54.05167,18.2025,Found
DaG 1001,1999,132,16.30233,27.37683,Found
DaG 893,2000,132,16.06667,27.11667,Found
Dho 744,2002,132,54.805,19.26,Found
Acfer 376,2002,132,3.935,27.6395,Found
El MÌ©dano 025,2010,132,-70.53333,-24.85,Found
Acfer 341,2002,132,3.83333,27.46667,Found
Acfer 377,2002,132,3.97683,27.6625,Found
DaG 309,1997,132,16.16267,27.51283,Found
SaU 050,2000,132,57.323,20.97583,Found
Dho 126,2000,132,54.83783,19.14367,Found
Villanueva del Fresno,1953,132,-7.16667,38.38333,Found
META78013,1978,131.9,155.75,-79.68333,Found
MET 96521,1996,131.9,159.75,-79.68333,Found
MET 01274,2001,131.9,159.75,-79.68333,Found
MET 00511,2000,131.7,155.75,-79.68333,Found
Istifane 001,2005,131.6,-5.71742,31.49852,Found
A-880839,1988,131.6,26,-72,Found
GRO 95660,1995,131.6,175,-85.66667,Found
A-881289,1988,131.53,26,-72,Found
ALH 84111,1984,131.5,159.28689,-76.74202,Found
PCA 91116,1991,131.5,-68.57513,-85.65461,Found
SaU 148,2002,131.5,57.31017,21.03908,Found
JaH 428,2007,131.449,56.36058,19.93645,Found
RaW 036,2006,131.41,58.40492,21.3729,Found
LAP 02333,2002,131.4,-70,-86.36667,Found
LEW 88190,1988,131.3,161.37748,-84.28246,Found
GRV 020097,2003,131.2,75.20417,-72.99444,Found
Dho 1473,2008,131.2,54.16885,18.60507,Found
QUE 90260,1990,131.2,162.31879,-84.59496,Found
QUE 90247,1990,131.2,162.13971,-84.61084,Found
Y-791502,1979,131.02,35.66667,-71.5,Found
EET 90007,1990,131,156.37091,-76.28651,Found
DaG 601,1998,131,16.07083,27.06967,Found
DaG 1028,2000,131,16.06633,27.07567,Found
Dho 392,2001,131,54.81827,19.13333,Found
DaG 338,1997,131,16.11267,27.179,Found
DaG 880,2000,131,16.11667,27.08333,Found
JaH 774,,131,56.42222,19.81111,Found
Tnz 005,1989,131,0.46667,25.13333,Found
Y-790463,1979,130.98,35.66667,-71.5,Found
SaU 550,2011,130.9,56.65013,20.4247,Found
Y-86638,1986,130.8,35.66667,-71.5,Found
ALHA78135,1978,130.8,159.66667,-76.71667,Found
QUE 97046,1997,130.8,168,-84,Found
RaS 305,2009,130.8,56.07943,20.41487,Found
MET 00502,2000,130.78,155.75,-79.68333,Found
A-881844,1988,130.71,26,-72,Found
LAP 02377,2002,130.5,-70,-86.36667,Found
ALH 85013,1985,130.4,156.46268,-76.89057,Found
EET 83302,1983,130.4,157.22834,-76.28833,Found
ALHA78047,1978,130.3,159.66667,-76.71667,Found
ALH 84141,1984,130.3,156.84795,-76.90681,Found
